"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","As an Entando Operator users, I want to use a deploy the Entando Controller Coordinator as a Docker container so that I don't need to know any of its implementation details to use it.","","0","1","0","0","0"
