"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","As an Entando Operator users, I want to use a Docker container to process an EntandoKeycloakServer so that I don't need to know any of its implementation details to use it.","","0","1","0","0","0"
