"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","As a controller developer, I would like deploy an EntandoKeycloakServer that merely references an externally provisioned SSO service so that I can leverage an existing user database","","0","0","4","0","0"
"","As a deployer, I would like to deploy an EntandoKeycloakServer directly so that I have more granular control over the configuration settings","","0","0","3","0","0"
"","As a controller developer, I would like request a capability that will allow me to use an external Keycloak service so that I can leverage an existing user database","","0","0","4","0","0"
"","As a controller developer, I would like request an SSO Capability to be deployed on demand so that I don't need to concern myself with the details o deploying an SSO service","","0","0","3","0","0"
